X1,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
59491,Argentina,"Jammy jumbled foxy aromas set up a blocky flat palate. Greasy flavors of buttered-up berry fruits finish without much verve. This is good enough, but just barely.",NA,84,17,Mendoza Province,Vista Flores,NA,Michael Schachner,@wineschach,Antucura 2015 Malbec (Vista Flores),Malbec,Antucura
56294,Portugal,"A full-bodied wine, ripely fruity while preserving the natural, cool freshness of a Vinho Verde. It is richly endowed with apple and pear flavors, a touch of yellow fruit and a just a hint of spice. One in a series of single variety wines from Vilacetinho.",NA,89,15,Vinho Verde,NA,NA,Roger Voss,@vossroger,Casa de Vilacetinho 2012 Avesso (Vinho Verde),Avesso,Casa de Vilacetinho
126962,US,"Rough and ready Cabernet, with edgy tannins and a green mint taste to the black cherry jam and caramelized oak flavors. It's a full-bodied, tannic wine that's ready to drink now.",Reserve,84,24,California,Alexander Valley,Sonoma,NA,NA,Frei Brothers 2006 Reserve Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Frei Brothers
70356,France,"Scented red apple and tart red berries cast a summer spell. On the palate, the fruit flavors are expressed gently and with ease, riding on the foamy froth and a very light, easygoing body. The finish is mouthwatering, moreish, dry and totally appetizing.",Brut Rosé,89,17,Alsace,Alsace,NA,Anne Krebiehl MW,@AnneInVino,Lucien Albrecht NV Brut Rosé Pinot Noir (Alsace),Pinot Noir,Lucien Albrecht
119220,Italy,"Traditional, compact and elegant, this Chianti Superiore offers bright luminosity and delicate aromas of red berry and spice. This is not a beefy or intense wine, nor was it meant to be. It would taste best with pasta or pizza.",NA,86,NA,Tuscany,Chianti Superiore,NA,NA,NA,Burchino 2005  Chianti Superiore,Sangiovese,Burchino
107037,US,"From an estate-grown, valley-floor vineyard on the southern edges of the winery property, this wine is complex and nuanced in berry pie and a satchel of dried herb. Sizable tannins—which show promise to be tamed with time—form the integrated structure, supporting a lengthy, mocha-chocolate finish. Cellar through 2020.",Tomahawk Vineyard,92,136,California,Stags Leap District,Napa,Virginie Boone,@vboone,Chimney Rock 2012 Tomahawk Vineyard Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Chimney Rock
31085,Israel,"Fairly young and needing some time to flesh out, this blend still has much to offer now. The firm tannins play well against the rich vanilla and spice notes; throw in some serious black cherry and raspberry, and the wine comes into focus beautifully. Drink now–2011.",Kosher Reserve Petit Syrah-Zinfandel,86,23,Galilee,NA,NA,Lauren Buzzeo,@laurbuzz,Recanati 2005 Kosher Reserve Petit Syrah-Zinfandel Red (Galilee),Red Blend,Recanati
17897,US,"A soapy scent marks the entry, and it is followed by a simple, fruity wine, that retains a slightly soapy aspect through the palate. There's a floral finish also; perhaps a splash of Gewürztraminer was added to the blend?",NA,85,20,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Hedgeline 2011 Pinot Gris (Oregon),Pinot Gris,Hedgeline
105887,US,"This has orange, pineapple and green apple flavors that are accented by oaky caramel. Balanced with crisp, citrusy acidity, this should pair well with rich shellfish fare. Drink now.",NA,86,22,California,Russian River Valley,Sonoma,NA,NA,Windsor Sonoma 2010 Chardonnay (Russian River Valley),Chardonnay,Windsor Sonoma
85076,US,"Made from Cold Creek and Wahluke Slope fruit, this pure Syrah is compact and dense, and it reveals blueberry and boysenberry flavors that are set in a frame of coffee-flavored tannins. The acids are suggestive of lemon verbena, and the 15.5% alcohol shows a little heat in the the throat.",Ethos Reserve,89,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chateau Ste. Michelle 2009 Ethos Reserve Syrah (Columbia Valley (WA)),Syrah,Chateau Ste. Michelle
10017,US,"One of the finer Pinot Blancs from Oregon, this vineyard-designate has a lighter mouthfeel than the winery's Pinot Gris, yet in some ways shows more complexity and overall appeal. Fresh fruit flavors of apple and melon carry a touch of almond. The bracing minerality extends through the finish.",Bryan Creek Vineyard,91,25,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Adelsheim 2012 Bryan Creek Vineyard Pinot Blanc (Chehalem Mountains),Pinot Blanc,Adelsheim
89374,US,"Here's a soft, sweet Cabernet, rich in blackberries, cherries, cassis and chocolate, with a spicy finish. It shows plenty of ripe varietal character, and is ready to drink now.",Heritage Reserve,87,50,California,Sonoma Valley,Sonoma,NA,NA,Schug 2007 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Schug
50890,US,"With tiny additions of Syrah and Petit Verdot, this thick, syrupy, full-bodied wine is black in color and brimming in bacon, salami and coffee, with smooth, tempered tannin. It's more meat and earth than fruit, with a baked quality throughout.",Fig Tree Vineyard,90,35,California,St. Helena,Napa,Virginie Boone,@vboone,Ballentine 2013 Fig Tree Vineyard Petite Sirah (St. Helena),Petite Sirah,Ballentine
82654,Italy,"This is one of the most beautiful Sauvignons made in Italy. The cool mountainous climate of the Dolomites has shaped a fragrant and elegant wine with tons of exotic fruit, white pepper, dried sage and tangerine. There's a touch of roundness in the mouth that gives it extra staying power.",Sanct Valentin,91,38,Northeastern Italy,Alto Adige,NA,NA,NA,Cantina Produttori San Michele Appiano 2011 Sanct Valentin Sauvignon (Alto Adige),Sauvignon,Cantina Produttori San Michele Appiano
69286,France,"Round and full-bodied, this has warm apricot and ripe pineapple flavors. It has weight and richness, with a touch of toast and a smoky finish.",Vieilles Vignes,85,NA,Alsace,Alsace,NA,Roger Voss,@vossroger,Domaine Bernhard & Reibel 2009 Vieilles Vignes Riesling (Alsace),Riesling,Domaine Bernhard & Reibel
348,Australia,"Deep mahogany. Dried fig and black tea on the nose, then concentrated mocha and molasses flavors, enlivened by candied orange zest. Full, rich and sweet, but surprisingly drinkable, with terrific intensity and length.",Grand,97,100,Victoria,Rutherglen,NA,Joe Czerwinski,@JoeCz,Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen),Muscat,Chambers Rosewood Vineyards
70022,US,Citrus fruits and figs are backed with a healthy dose of acidity in this somewhat tart offering.,NA,83,7,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Covey Run 1998 White (Columbia Valley (WA)),White Blend,Covey Run
6640,US,"This is a big, robust, country-style Zin, that's power packed with fruit. The blackberry, blueberry and chocolate-covered raisin flavors go to your head fast, like Port. Bring your designated driver and enjoy with grilled beef.",Giana,88,55,California,St. Helena,Napa,NA,NA,Chiarello Family Vineyards 2010 Giana Zinfandel (St. Helena),Zinfandel,Chiarello Family Vineyards
50811,US,"They call it east, because the grapes are from the Vaca Mountains, and the vineyard faces west. It's a splendid wine, classically proportioned, with rich, thick tannins that have true Napa refinement. The flavors are also classic, suggesting cassis and cedar, with a distinct smack of indescribable minerals. There's a lot of smoky new oak, but it's proportionate to the wine's power. This serious new Napa Cab is great now, and should develop for many years.",Exposure,95,125,California,Oakville,Napa,NA,NA,Oakville East 2005 Exposure Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Oakville East
105780,US,"The flavors of this Cabernet are enormously rich. Blackberry and blueberry jam, black currant, dark chocolate and cassis come in waves. Few wines on earth are this ripe. The issue is balance and complexity, both of which could be stronger. Drink over the next few years.",Alpha Wolf Vineyards,87,40,California,Napa Valley,Napa,NA,NA,Eagle Eye 2007 Alpha Wolf Vineyards Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Eagle Eye
17979,US,"Bergström has made a Shea designate since 2003, intent on showcasing a “pretty” style of the vineyard. Here are lovely aromatics, with grape jelly, rose petals and plum in the nose, and a complex run of red fruits in the mouth. Streaks of cola, brown sugar and more come up in a generous finish.",Shea Vineyard,94,62,Oregon,Willamette Valley,NA,Paul Gregutt,@paulgwine ,Bergström 2014 Shea Vineyard Pinot Noir,Pinot Noir,Bergström
78850,France,"This wine has plenty of fruit, but even in the open 2013 vintage, it is still firm, structured and with nervy minerality. The richness and the ripe yellow fruits are still to come, meaning that this complex wine should wait until 2018.",Les Demoiselles Premier Cru,93,160,Burgundy,Puligny-Montrachet,NA,Roger Voss,@vossroger,Au Pied du Mont Chauve 2013 Les Demoiselles Premier Cru  (Puligny-Montrachet),Chardonnay,Au Pied du Mont Chauve
104592,US,"A mix of plum and vanilla, this is an easygoing Merlot that's good for most group occasions and palates, muted in aroma but developed in flavor.",NA,85,19,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Benziger 2011 Merlot (Sonoma County),Merlot,Benziger
18567,Chile,"Honest, citrusy aromas are simple and nice, while the palate is spritzy, zesty and tastes mildly sweet but also correct with mango, lime, apple and orange flavors. Clean, fun and leaning toward sweet. A good value white to drink immediately.",Reserva,86,12,Maule Valley,NA,NA,Michael Schachner,@wineschach,Palo Alto 2009 Reserva Sauvignon Blanc (Maule Valley),Sauvignon Blanc,Palo Alto
75426,US,"A bit on the sweet side, with lemonade, pineapple juice and vanilla flavors, but it's clean and crisply acidic. For those who like their Sauvignon Blancs in this fruit-forward style.",NA,85,12,California,Santa Ynez Valley,Central Coast,NA,NA,Koehler 2007 Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Koehler
89745,Austria,"A fragrant nose is composed of lime zest and fern. The palate is softer and lighter than this suggests but carries a savory, yeasty, herb-tinged core reminiscent of fresh sage and pear peel.",NA,89,12,Carnuntum,NA,NA,Anne Krebiehl MW,@AnneInVino,Netzl 2015 Grüner Veltliner (Carnuntum),Grüner Veltliner,Netzl
20198,Argentina,"A pitch-black color is a good indication of the power and concentration this old-vine Malbec has in store. Aromas of blackberry, fir forest and ink set up an over-the-top-rich palate, with heavy extraction and giant flavors of minty blackberry and chocolate. Pull out the knife and fork to cut through the deep, chocolaty finish. Drink now through 2017.",Swinto,90,40,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Belasco de Baquedano 2010 Swinto Malbec (Mendoza),Malbec,Belasco de Baquedano
97534,US,"This opens with a clean evocation of Pinot Noir aromas—delicate, almost ethereal, like a wisp of cherry and caramel and moist earth. It turns a bit hard and acidic in the mouth, suggestion that further cellaring is in order. The pieces are here to make a wine with genuine ageability.",NA,87,15,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Oak Knoll 2008 Pinot Noir (Willamette Valley),Pinot Noir,Oak Knoll
7365,US,"Sourced entirely from the Artz vineyard, this Sauvignon Blanc is quite fruity, concentrated, slightly sweet, and drinking optimally. Flavors of melon and citrus carry on through a lush, well-rounded finish.",La Donella,88,16,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Eleven 2012 La Donella Sauvignon Blanc (Washington),Sauvignon Blanc,Eleven
84889,US,"Rich, plummy and oaky, this wine combines 52% Zinfandel and 48% Petite Sirah. The two varieties pack a punch of intensity and a plush mouthfeel, finishing with a touch of heat.",Caudalies,86,56,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Ledson 2014 Caudalies Red (Sonoma Valley),Red Blend,Ledson
37500,France,"Ripe and rich, this full-bodied wine retains minerality as well as attractive acidity. Crisp lemon flavor is rounded out with peach and apple skin fruits. The wood, already integrated, gives richness and smoothness. Drink from 2016.",Clos des Mouches Premier Cru,93,110,Burgundy,Beaune,NA,Roger Voss,@vossroger,Domaine Chanson 2011 Clos des Mouches Premier Cru  (Beaune),Chardonnay,Domaine Chanson
111817,Greece,"The exotic, slightly sweaty nose of this Sémillon-Assyrtiko blend mean it's going to stand out, and the rich, creamy tropical fruit flavors on the palate confirm it. A little heavy and slightly showy, the wine still has a great texture and an appealing spicy wood finish.",Ovilos,86,38,Pangeon,NA,NA,Susan Kostrzewa,@suskostrzewa,Estate Biblia Chora 2009 Ovilos White (Pangeon),White Blend,Estate Biblia Chora
46552,Italy,"Made from organically farmed grapes, this sparkling wine from Central Italy has tangy citrus, apple and nutty sensations. Big, steely bubbles and vivacious acidity create a somewhat rough mouthfeel.",Brut,85,26,Italy Other,Vino Spumante,NA,Kerin O’Keefe,@kerinokeefe,Saladini Pilastri NV Brut Pecorino (Vino Spumante),Pecorino,Saladini Pilastri
60939,Spain,"Round, stylish and wholesome on the nose, with wild berry, smoke, spice and not too much obvious oak. The palate is racy and forward, but also offers subtleties including dry fruit, spice, fresh tomato and wild herbs such as thyme and sage. Long and warm on the finish, with vanilla. Drink now through 2015.",Fincas de Ganuza Reserva,91,48,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Remírez de Ganuza 2004 Fincas de Ganuza Reserva  (Rioja),Tempranillo Blend,Remírez de Ganuza
55343,Argentina,"Cherry, cassis and spice aromas are mild and comported. The wine feels chewy and just dense enough, with baked cassis, berry and herb flavors that finish toasty and hot, with a rubbery note. Clean aromas and full fruit flavors are this wine's best attributes.",Zagal,87,14,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Hacienda del Plata 2010 Zagal Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Hacienda del Plata
65381,Spain,"Burnt, stalky, toasted aromas dominate this inexpensive Garnacha, and there's not much freshness to the nose as a result. In the mouth, it's more of the same; things are heavy, with fully oaked flavors of medicinal berry, hickory and barbecued meat.",Sorbo a Sorbo Old Vines,84,10,Northern Spain,Calatayud,NA,Michael Schachner,@wineschach,Lo Nuevo 2010 Sorbo a Sorbo Old Vines Garnacha (Calatayud),Garnacha,Lo Nuevo
119421,Chile,"Pithy aromas of melon and apple are low in oak and emphasize minerality. This feels full and chunky, but also acidic. Briny flavors of stone fruits lean toward sour, while an oily, briny tasting finish is short on elegance.",Single Vineyard Block no.5 Quebrada Alta,86,20,Casablanca Valley,NA,NA,Michael Schachner,@wineschach,Cono Sur 2014 Single Vineyard Block no.5 Quebrada Alta Chardonnay (Casablanca Valley),Chardonnay,Cono Sur
24101,South Africa,"Grassy, herbal tones are upfront on the nose of this bright Sauvy, with supporting fruity notes of grapefruit peel, lime, white melon and underripe peach. The palate is fresh and vibrant, with ample acidity and a mild, pithy bitterness to the medium-length finish.",Professor Black,90,23,Coastal Region,NA,NA,Lauren Buzzeo,@laurbuzz,Warwick 2015 Professor Black Sauvignon Blanc (Coastal Region),Sauvignon Blanc,Warwick
80445,US,"Scents of pine pitch, tomato, smashed kalamata olive and wild berry combine for a clove-soaked punch experience. Spice hits the palate hard, with oregano, thyme, sagebrush and more pine, set against strong tannins as well. Lay this one down for additional development and maturity, and try after 2018.",Cedar Lane Vineyard,92,38,California,Arroyo Seco,Central Coast,Matt Kettmann,@mattkettmann,Mercy 2010 Cedar Lane Vineyard Pinot Noir (Arroyo Seco),Pinot Noir,Mercy
18942,Italy,"Tascante is a new brand from Tasca d'Almerita that is derived from the words “Tasca” and “Etna” spelled backwards. From the slopes of the mighty Sicilian volcano, this wine is loaded with mineral, dark spice, ginger, forest berry and dried herb. The mouthfeel is tight and lean, with age-worthy tannins.",Ghiaia Nera,91,NA,Sicily & Sardinia,Sicilia,NA,NA,NA,Tascante 2010 Ghiaia Nera Nerello Mascalese (Sicilia),Nerello Mascalese,Tascante
73887,Italy,"Many people feel Fiano represents southern Italy’s most promising white grape, and after tasting this rendition, who can argue? The flavor package is pineapple, citrus and wet stones. The structure and mouthfeel are what many Italian whites strive for but never reach. An elegant wine.",NA,91,20,Southern Italy,Fiano di Avellino,NA,NA,NA,Feudi di San Gregorio 1999  Fiano di Avellino,White Blend,Feudi di San Gregorio
58780,US,"Tart and spicy, this brings tangy berry and pie cherry fruit into focus, buoyed by sappy acidity. The tannins are still young and chewy—a bit on the rugged side—and carry highlights of earth and sweet spice. Give it a good decanting or, better yet, a couple more years of bottle age.",Baby Poux Vineyard,91,42,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sineann 2012 Baby Poux Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Sineann
106903,Chile,"Complete and satisfying, this Mourvèdre delivers punchy, alluring aromas of leather, rubber and dark berry fruits. This is deep and pure in the mouth, with excellent balance. Flavors of raspberry, spiced plum, currant and herbs finish long and elegant. Drink through 2018.",Collection Unfiltered,92,30,Apalta,NA,NA,Michael Schachner,@wineschach,Lapostolle 2011 Collection Unfiltered Mourvèdre (Apalta),Mourvèdre,Lapostolle
14415,US,"All five red Bordeaux varieties are represented here, with 55% Cabernet Sauvignon leading the way. Red and black berries burst forth first, allowing for a juiciness on the palate, followed by tar, licorice and more blackberry. Balanced though full bodied, it finishes simply.",Thalia,86,55,California,Napa Valley,Napa,Virginie Boone,@vboone,Peju 2012 Thalia Red (Napa Valley),Red Blend,Peju
90432,US,"Light pink in the glass, this Pinot Noir-based wine shows pink lemonade, lime and watermelon on the nose alongside wet cement. There is lots of tangy power and fresh energy on the palate, with lemon-zest flavors making the tongue sizzle and cleaning the mouth perfectly.",NA,88,24,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Bernardus 2014 Rosé (Santa Lucia Highlands),Rosé,Bernardus
112780,Italy,This well-priced wine opens with defined mineral nuances and segues quickly into blueberries and violets. The mouthfeel is lean and bright and there's a blast of sour cherry on the finish.,Brusco dei Barbi,87,12,Tuscany,Toscana,NA,NA,NA,Fattoria dei Barbi 2005 Brusco dei Barbi Sangiovese (Toscana),Sangiovese,Fattoria dei Barbi
37728,Spain,"Aromas of barrel spice and vanilla lead the charge on this Tinto Fino that also contains 20% Cabernet Sauvignon. A tough, tannin-driven palate deals toasty flavors of black fruits, char and chocolate, which carry over to the finish. Call this an oak bomb, but at the very least the oak is of high quality and well integrated. Drink through 2025.",Ardal Reserva Selección Especial,93,50,Northern Spain,Ribera del Duero,NA,Michael Schachner,@wineschach,Balbas 2012 Ardal Reserva Selección Especial  (Ribera del Duero),Tempranillo-Cabernet Sauvignon,Balbas
42455,Spain,"Standard white-fruit and salinic aromas offer hints of apple and flower blossom. The mouthfeel is more round and full than most Basque wines, while the flavors are a blend of melon and peach. This is quiet and not overly flavorful on the finish, with a hint of seltzer and minerality.",No. 7,88,30,Northern Spain,Bizkaiko Txakolina,NA,Michael Schachner,@wineschach,Itsas Mendi 2011 No. 7 White (Bizkaiko Txakolina),White Blend,Itsas Mendi
642,Portugal,"This is a new wine from the hands of master winemaker Luis Duarte. With its rich black fruits and dense tannins, it's also a wine that is firmly structured. Wood aging has added a layer of complexity and broadened out the fruits and dark tannins. Drink from 2017.",Monte de Carrapatelo Colheita Seleccionada Tinto,92,30,Alentejano,NA,NA,Roger Voss,@vossroger,Luis Duarte 2013 Monte de Carrapatelo Colheita Seleccionada Tinto Red (Alentejano),Portuguese Red,Luis Duarte
74588,US,"Known more for Zinfandel and Rhône blends, Bill Easton has quietly been making Cabernet as well for many years. This vintage is earthy and leathery, reminiscent of his Syrah-based wines, yet rich in savory black cherry, cedar and black olive. Built to age, put it away until 2019–2024 and the savory, herbal elements are sure to develop further.",Estate Bottled,90,50,California,Shenandoah Valley (CA),Sierra Foothills,Virginie Boone,@vboone,Easton 2011 Estate Bottled Cabernet Sauvignon (Shenandoah Valley (CA)),Cabernet Sauvignon,Easton
53893,Argentina,"This Pinot Noir-heavy sparkler opens with aromas of briny citrus and bready yeast. The palate is fresh and low on weight, with a dominating flavor of pink grapefruit. Overall, this is basic but easy to drink.",Cruzat Brut Rosé Méthodo Tradicional,85,15,Mendoza Province,Valle de Uco,NA,Michael Schachner,@wineschach,Cruzat NV Cruzat Brut Rosé Méthodo Tradicional Sparkling (Valle de Uco),Sparkling Blend,Cruzat
54235,Argentina,"Baked and stewy on the nose, this Malbec-led blend is oaky and gives off a hickory scent. Chewy and rugged in feel, this tastes of roasted, herbal berry fruits, burnt meat and campfire creosote. Forced oak on the finish results in a strong sense of clove.",Terroir Series Malbec Bonarda Petite Verdot,86,17,Mendoza Province,Mendoza,NA,Michael Schachner,@wineschach,Kaiken 2014 Terroir Series Malbec Bonarda Petite Verdot Red (Mendoza),Red Blend,Kaiken
11685,France,"Because of the cool Atlantic climate, the Gascogne region is home to many bright, crisp wines. This is fruity, fresh and utterly crisp while also having some hints of melon and peach flavors. A touch of attractive minerality gives the wine texture. Drink now.",Blanc 32,87,11,Southwest France,Côtes de Gascogne,NA,Roger Voss,@vossroger,Vignobles 46N118 2013 Blanc 32 White (Côtes de Gascogne),White Blend,Vignobles 46N118
117303,Spain,"Tropical fruit and citrus aromas aren't bad, but the palate is heavy. The flavor profile only offers soap and grassy white-fruit flavors, while a light, flowery finish falls flat.",Flirty Bird,82,4,Central Spain,Vino de la Tierra de Castilla,NA,Michael Schachner,@wineschach,Felix Solis 2012 Flirty Bird White (Vino de la Tierra de Castilla),White Blend,Felix Solis
87518,Italy,"This charming Pinot Grigio has a pretty nose of pear and white peach that carries through to the palate alongside lively citrus notes. This is simple but delicious, with crisp acidity that leaves a clean, dry finish. A perfect partner for pastas or grilled fish dishes.",Drago,87,15,Northeastern Italy,Trentino,NA,Kerin O’Keefe,@kerinokeefe,Lechthaler 2012 Drago Pinot Grigio (Trentino),Pinot Grigio,Lechthaler
110912,New Zealand,"The little subregion of Te Tuna Road, set apart from the vines in and around the village of Martinborough itself, is home to several fine vineyards. This is medium to full in body, with flavors of black cherry, menthol and toast, silky tannins and a long finish. Drink now–2025.",Te Muna Road,90,30,Martinborough,NA,NA,Joe Czerwinski,@JoeCz,Big Sky 2013 Te Muna Road Pinot Noir (Martinborough),Pinot Noir,Big Sky
118018,US,"Tastes more like a Zinfandel, with peppery flavors of wild blackberries and briary mulberries, edged with tobacco and balsam. Tannic, too, with a rough mouthfeel. Doesn't seem like an ager.",Elevation Rockpile Vineyard,86,40,California,Rockpile,Sonoma,NA,NA,Paradise Ridge 2006 Elevation Rockpile Vineyard Cabernet Sauvignon (Rockpile),Cabernet Sauvignon,Paradise Ridge
108088,Italy,"This opens with funky aromas that suggest farmyard, stewed fruit and worn leather. The dense palate is already evolved, showing raisin, fig, game and walnut that lead to a short, bitter finish.",NA,86,50,Tuscany,Brunello di Montalcino,NA,Kerin O’Keefe,@kerinokeefe,La Pieve 2011  Brunello di Montalcino,Sangiovese,La Pieve
5573,South Africa,"The name of this wine doesn't lie; if you like mint, then this one's definitely for you! Gorgeous notes of fresh eucalyptus take center stage to the blackberry and boysenberry fruit backbone. The menthol continues on in the mouth, with a gripping and structured finish that tastes like Thin Mint crumbles.",Mint Haven,90,24,Simonsberg-Stellenbosch,NA,NA,Lauren Buzzeo,@laurbuzz,Morgenhof 2009 Mint Haven Cabernet Sauvignon (Simonsberg-Stellenbosch),Cabernet Sauvignon,Morgenhof
14172,Morocco,"This powerful blend of Moroccan Syrah and Grenache is intense and fruity, and it bears ripe black-cherry, plum and blackberry flavors, tinged with chocolate, cherry cordial and granite notes. Soft tannins on the midpalate add texture to this dense, richly structured wine.",Kahina,86,30,Guerrouane,NA,NA,Anna Lee C. Iijima,NA,Bernard Magrez 2010 Kahina Syrah-Grenache (Guerrouane),Syrah-Grenache,Bernard Magrez
115554,Chile,"Funky at first, with barnyard aromas giving way to roasted fruit, olive and rubber aromas. Chunky in the mouth, with leafy, roasted flavors that follow the nose. Finishes herbal, toasted and spiced, with adequate freshness.",Reserva,84,14,Casablanca Valley,NA,NA,Michael Schachner,@wineschach,Veramonte 2009 Reserva Pinot Noir (Casablanca Valley),Pinot Noir,Veramonte
65389,Spain,"Classic Priorato aromatics of raspberry, cherry, schisty mineral and smoke are welcoming. Elegant and firm in the mouth, with drying tannins and staunch red fruit flavors of cherry and tomato blended with wild herbs and reeds. Earthy and dry on the finish, and not overpowering or overripe.",Montgarnatx,91,43,Catalonia,Priorat,NA,Michael Schachner,@wineschach,Francesc Sanchez Bas 2005 Montgarnatx Red (Priorat),Red Blend,Francesc Sanchez Bas
79219,US,"This 50-50 blend of Syrah and Cabernet Sauvignon shows dried strawberries, violets, lilacs, chocolate sauce and cappuccino on the nose. The palate offers dark chocolate, strawberry and cherry flavors, along with a leveling effect from pencil lead and graphite. Watch for a future in this sort of blend from the Central Coast.",Companion,90,60,California,Paso Robles Willow Creek District,Central Coast,Matt Kettmann,@mattkettmann,Caliza 2012 Companion Syrah-Cabernet Sauvignon (Paso Robles Willow Creek District),Syrah-Cabernet Sauvignon,Caliza
63130,US,"An incredibly briny character shows on this wine's nose, with wet sand and even hints of anchovy showing up alongside sour yogurt and salted citrus. It's bouncy on the palate, tingling the tongue, with flavors of nectarine, salty sea water and poached pears.",3-D,91,64,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Brewer-Clifton 2012 3-D Chardonnay (Sta. Rita Hills),Chardonnay,Brewer-Clifton
3109,France,"Rich and spicy, this is a fine, dry, peppery Pinot Gris. In the mouth there's weight and ripeness, as well as some fat, yellow fruits. There's a touch of lychee as well, giving an exotic edge to the finish.",Pinot Gris Bonheur Convivial,88,NA,Alsace,Alsace,NA,Roger Voss,@vossroger,Rieflé 2006 Pinot Gris Bonheur Convivial Pinot Gris (Alsace),Pinot Gris,Rieflé
99306,US,"The Looney Vineyard bottling is the outlier in the Archery Summit lineup—a different AVA and a non-estate vineyard. The Ribbon Ridge AVA is a subset of a subset within the Willamette Valley, and it may be the hidden gem for producing great Pinot Noir. This wine is sensual, spirited, spicy and smooth. The cherry and raspberry fruit is highlighted with bright acidity and whiffs of baking spices. The new oak is gently applied and the use of wild yeasts may have added some textural nuances also.",Looney Vineyard,92,85,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Archery Summit 2008 Looney Vineyard Pinot Noir (Ribbon Ridge),Pinot Noir,Archery Summit
54792,US,"Raw-boned, aggressive in tannins and powerful in fruit, in the manner of a young Garys' Pinot. While it's not ready to drink, it does show commanding flavors of black cherries, currants, cola and mushrooms that aren't going anywhere anytime soon. Try drinking it after 2016.",Garys' Vineyard,92,52,California,Santa Lucia Highlands,Central Coast,NA,NA,Siduri 2011 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Siduri
83793,US,"Fruit from the Cummings Vineyard and Thale's Vineyard is represented in this wine. A varietal expression of floral, fruity aromas and flavors, it's thick, concentrated and wrapped in smoky oak. Chocolate cherry makes it seem luxuriously ripe and lush.",NA,89,42,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,MacRostie 2014 Pinot Noir (Russian River Valley),Pinot Noir,MacRostie
16914,New Zealand,"Lightweight and lacking in intensity, this is nevertheless a respectable wine. Herb and passion fruit aromas give way to a blend of melon and salad greens on the palate. Drink up.",NA,85,12,Marlborough,NA,NA,Joe Czerwinski,@JoeCz,Hay Maker 2014 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Hay Maker
92130,US,"With a buoyant percentage of Sonoma Coast fruit added to that of Napa Valley, this is a minerality-driven wine, vibrant in the glass from start to finish, softly layered and generously expressive. Amid the suggestion of ocean salt, it offers a mix of lemon citrus and chiffon, teetering between bright and ripe.",NA,90,45,California,Napa Valley,Napa,Virginie Boone,@vboone,Hunnicutt 2013 Chardonnay (Napa Valley),Chardonnay,Hunnicutt
86342,Italy,"This unusual, brass colored-white opens with aromas that recall candied orange, flint and pressed yellow flowers. Fermented on the skins in cement and aged in acacia casks, this wine shows tertiary flavors on the palate, including smoky mineral, dried herb, dried apricot and ginger drop as well as a hint of nectarine zest. Bright acidity keeps it fresh. Drink through 2018.",Fontanasanta Manzoni Bianco,89,30,Northeastern Italy,Vigneti delle Dolomiti,NA,Kerin O’Keefe,@kerinokeefe,Foradori 2013 Fontanasanta Manzoni Bianco Incrocio Manzoni (Vigneti delle Dolomiti),Incrocio Manzoni,Foradori
12946,US,"As the Stolpman family's top-of-the-line bottling each vintage, this wine impresses on all fronts. Candied boysenberry, dried lilac, snapped dark chocolate and hints of dried mint show on the nose. The entry into the palate is refined and soft with juicy mulberry and elderberry fruit plus touches of thyme and forest floor. Firm but polished tannins and a decent dose of acidity ensure long drinkability. Drink now–2029.",Angeli,94,68,California,Ballard Canyon,Central Coast,Matt Kettmann,@mattkettmann,Stolpman 2014 Angeli Syrah (Ballard Canyon),Syrah,Stolpman
